생산자,설명
샹파뉴 드 로슈Champagne de L'AUCHE,"샹파뉴 드 로슈(Ch. de L'AUCHE)는 1961년, 7개의 와이너리와 함께 랭스(Reims)에서 15km 떨어진 장브리(Janvry) 지역에 와이너리를 설립하였다. 매년 규모를 확장하며 오늘날 총 115ha의 포도밭을 보유하고 40개의 구획으로 나누어 관리된다. 사람, 포도, 토양 및 환경을 존중하는 지속 가능한 농법을 적용하여 모든 포도밭을 관리한다. 피노(Pinot) 품종에 대한 열정으로 피노 뮈니에의 섬세함과 피노 누아의 볼륨감을 표현해내"
데안젤리 무스티 노블리스DeAngeli Musti Noblis,
그르기치 힐스 이스테이트Grgich Hills Estate,그르기치 힐스 이스테이트 (Grgich Hills Estate)는 1977년에 Miljenko Mike Grgich & Austin Hills에 의해 설립되었다.
도멘 드 라 본 톤Domaine de la Bonne Tonne,
도멘 데 크레Domaine Des Crets,
도멘 그랑 로쉐Domaine Grand Roche,
도멘 장 마리 브즈레Domaine Jean Marie Bouzereau,
도멘 꼬바르Domaine Cauvard,
도멘 부르소Domaine Boursot,
뮤비드로Murviedro,"보데가스 뮤비드로 (Murviedro) 는 보데가스 뮤비드로는 1927년 유럽 최고의 와인 회사 중 하나인 스위스 쉥크 그룹의 스페인 자회사로서 시작되었다. 현재까지도 와이너리는 가족 소유임과 동시에 전문 경영인에 의해 운영되는 뮤비드로는 발렌치아, 우티엘-레퀘나, 알리칸테 등 스페인 동부 대부분의 지역에서 와인을 생산하고 있다."
파니에Pannier,
파리나Farina,
아마이나Amayna,
보야Boya,
프레이어스 오브 시너스 앤 세인츠Prayers of Sinner & Saints,
에브리씽 이즈 오케이Everything is Okay,
오사 메이저 와인Osa Major Wines,
티라키Tiraki,
폴 루이 마르땅Paul Louis Martin,
피에르 네종Pierre Naigeon,
샴페인 르 브룬 드 누빌Champagne Le Brun de Neuville,
파토리아 라바치오Fattoria Lavacchio [B2B],"The history of the farm dates back to 1700 when it was built by the noble Florentine family Peruzzi. In 1800 it was passed to the Marquis Strozzi Sacrati of Mantua and finally in 1978 to the current owners, the Lottero brothers."
그라테나Gratena [B2B],"Organic winery since the 1995 located near the city of Arezzo-Tuscany-Italy. We are the owner since the year 1968. We produce wine and Olive Oil. Our main grape is Sangiovese and we are the sole owner a producer of a new grape just omologated as a new Tuscan grape, the name is 'Gratena nero'."
포지오 모리Poggio Mori [B2B],"Poggio Mori is a small production of organic wine located in Sarteano (Siena) in Tuscany.Initially, the vineyards consisted of Sangiovese, colorino, canaiolo and trebbiano.In 2007, thanks to the Enologist Andrea Franchetti, who followed the start-up of the company, he planted Cabernet sauvignon, Cabernet franc, Petit verdot and Merlot.We started with the choice of the sixth plant, with 8800 vines"
테누타 디 스티찌아노Tenuta di Sticciano [B2B],"Tenuta di Sticciano is located in Certaldo, on the hills between Firenze and Siena at 300 mt a.s.l. The central Villa and the ancient buildings where now there is a beautiful resort with restaurants and swimming pools, are dated to XVI century when the estate was of Medici Tornaquinci family. Our logo comes from the one of that family that we have in the barrique room. T"
파토리아 라르코Fattoria L'Arco [B2B],"All began in 1978, when the founder Primo Fanciullacci selected the lands in Vinci where the most suited wines would benefit from the unique microclimate of the area. The team that now run the company consistently guided by the same principles believed by the founder, continuing to develop his mission of quality and with the strong passion upheld by the recognition of many experts."
그리그나노Grignano [B2B],"Grignano Estate was founded in the 15th century under the Medici family . The Property covers nowadays 600 hectars including 45 farms, each one characterized by its own history and style and today all the Estate is owned by the Inghirami family of Sansepolcro. Dedicated to the production on Chianti Rufina, Grignano represents tradition, culture, linked to the territory and blended with the most ad"
도나텔라 치넬리 콜롬비니Donatella Cinelli Colombini,
피안다콜리Piandaccoli [B2B],"Piandaccoli is a small Tuscan winery which produce high quality wines exclusively from autochthons varieties respecting people and environment.We produce Chianti and some other very special wines from extremely rare indigenous and historical vines from Tuscany like Foglia Tonda, Pugnitello, Barsaglina, Mammolo, historical vines that went lost during"
테누타 코엘리 아울라Tenuta Coeli Aula [B2B],"Starting from the IX century we have evidence regarding the Santa Maria in Coeli Aula church.It was a residence of Cadolingi's Counts. In this area the grapevines and olives trees have been cultivated since the IV century and they were the main livelihood for all the peasant families that lived in the area. In 1769 the Grand Duke of Tuscany, Leopoldo Asburgo, built our Villa and it was used as hu"
테누타 디 아르티미노Tenuta di Artimino [B2B],"Tenuta di Artimino estate stretches out over 730 hectares in the heart of the Tuscan countryside, at the gates of Chianti, just 20 kilometers from Florence, in the Carmignano Docg production area. Medici Villa ""La Ferdinanda"" is its symbol, UNESCO World Heritage Site. A magical place where the history of wine is lost in the mists of time. Today, from 80 hectares of vineyards, Car"
발 디 보떼Val di Botte [B2B],"The company VAL DI BOTTE is located 20 km from the city of Florence in the old village of San Donato at the confluence of Botte and piovola creeks, there's a small village with a church dating back to 1200. 170 hectares whose vineyards planted with Sangiovese, Canaiolo, Merlot and Cabernet grapes produce CHIANTI docg and TUSCAN igt, and in the town of Greve in Chianti other vineyards provide grape"
빌라 트라비놀리Villa Travignoli [B2B],"The history of Travignoli is connected to wine production since 1100, Vallembrosan records describe vineyards already under cultivation at the site of Travignoli in 28/11/1100. In 1473 Travignoli is left to the Florentine Hospital Santa Maria Nuova in the will of its proprietor and Villa Travignoli is described as the most important of the hospital properties. At this point, Travignoli boasts 11 s"
도멘 마르셀 다이스Domaine Marcel Deiss,"도멘 마르셀 다이스(Domaine Marcel Deiss) 는 알자스 와인 지역의 심장부 격인 작은 마을, Bergheim에 위치해 있는데 이 지역은 북부지방과 남부지방 경계로부터 같은 거리 만큼 떨어져 있는 곳이다. 현재 와인 메이커인 Jean-Michel DEISS는 1744년부터 BERGHEIM에서 양조업자로 오랜 기초를 확립해온 가문에서 태어났다."
칸 수리올 델 카스텔Can suriol del castell,
마렌코Marenco,마렌코(Marenco)는 피에몬테에서도 모스카토 생산지 중의 핵심인 Strevi 지역의 Bagnario Valley에 위치한다. “좋은 와인은 좋은 땅과 좋은 포도에서 비롯된다” 는 철학을 가지고 있으며 약 80 ha의 포도원을 소유하고 있다.
도멘 쁘띠장Domaine Petitjean,
키안티 트람버스티Chianti Trambusti,"키안티 트람버스티(Chianti Trambusti)는 1934년 Orlando Trambusti에 의해 설립된 이탈리아 와인 회사로, 그의 와인에 대한 열정을 바탕으로 시작되었다."
일 팔라지오Il palagio,
샤또 물랑 드 타파드Chateau Moulin de Taffard,
앙또냉 기용Antonin Guyon [Domaine Antonin Guyon],"앙또넹 기용 (Domaine Antonin Guyon) 은 프르미에 크뤼와 그랑 크뤼를 포함해 쥐브리 샹베르땡, 샹볼 뮈지니, 알록스 꼬르똥에서부터 사비니 레 본, 볼네, 본, 뫼르소에 이르기까지 다양한 아펠라시옹에서 뛰어난 품질의 와인을 생산하는 가족경영 와이너리이다."
그레이슨 셀러Grayson Cellars,
디오라Diora,
리유 디Lieu Dit,
밤 시리즈 와인즈Bomb Series Wines,
킬리힐Kirrihill,"키리힐 와인(Kirrihill Wines)은 호주의 대표적인 서늘한 기후(Cool Climate)대에 위치한 Clare Valley와 아들레이드 힐스(Adelaide Hills)에 자리잡고 있다. 리슬링, 소비뇽 블랑, 피노 그리지오 등 다양한 화이트 와인과 쉬라즈, 카베르네 소비뇽 등 특유의 떼루아를 섬세하게 표현하는 와인들을 생산하고 있다."
도멘 오디프레드Domaine Audiffred,
코르토네지Cortonesi,
헤드 하이 와인즈Head High Wines,"헤드 하이 와인즈(Head High Wines)는 뛰어난 와인을 만들기 위해 다양한 Vineyard로부터 포도를 공급받고 있다. Madder Lake Vineyard에서 Grenache 와 Zinfandel, Lichau Hill과 Roundball에선 Cabernet Sauvignon을, 아울러 Fichtenberg 포도밭에선 Merlot과 Malbec을 공급받는다."
토후Tohu,"토후(Tohu)는 1998년 뉴질랜드 최초로 마오리족이 설립한 와이너리이다. 토후는 마오리족 언어로 ';표시'; 또는 ';서명';이라는 뜻으로, 자연이 마오리족에게 뉴질랜드 땅에서 포도를 재배하고 와인을 만들 권리를 부여했다는 의미를 내포한다. 로고 및 레이블 디자인도 마오리족 전통 문양을 형상화했다."
그로브 밀Grove Mill,
콘타다Contada,
하르산이Harsanyi,
르 비넬레Le Bignele,
푼토제로Puntozero,
샤또 뚜르 뒤 꼬즈Chateau Tour du Cauze,
47AD47AD,
알토스 라스 오르미가스Altos Las Hormigas,
펠프스 크릭 빈야즈Phelps Creek Vineyards,"펠프스 크릭 빈야즈(Phelps Creek Vineyards)는 Delta 항공의 기장으로 근무하고 있는 Bob Mours가 설립했다. 1980년 후반, Oregon의 Hood River로 가족들과 함께 이주, 정착하여 1990년부터 프랑스 Bourgogne의 Pommard 지역에서 들여온 포도나무를 심기 시작했다."
파비아노Fabiano,
타이티라Taitira,"타이티라(Taitira)는 뉴질랜드 말보로 (Marlborough) 지역, 와이호파이(Waihopai)와 와이라우(Wairau) 밸리 청정지역에서 재배한 포도로 산뜻한 아로마, 미네랄리티, 상쾌한 산도를 담아낸 뉴질랜드 소비뇽 블랑을 선보인다. 와인 생산 중 발생되는 탄소 비용은 60% 이상이 유리병 취급에서 나타난다. 이에 Tai Tira는 전통적인 와인병에서 발생되는 탄소의 양을"
빌라 카네스트라리Villa Canestrari,"Villa Canestrari since 1888, More than 130 years of tradition is an important heritage: a wealth of experience and knowledge, stories and values that we want to preserve and spread through our wines."
폰테피코Fontefico,
로사루브라Rosarubra,
테누타 오데리시오Tenuta Oderisio,
아바치아 디 산 가우덴지오Abbazia di San Gaudenzio,"Casa Vinicola Abbazia winery is located in Santo Stefano Belbo, a small village between Langhe Monferrato and Roero. The Langhe area is mosaic of infinite landscapes impossible to embrace at a glance. Through quick steps with continuous changes follow each new and romantic landscape that leave the spectator breathless."
치아볼리치Ciavolich,
콘테사Contesa,
보사노바Bossanova,
비노시아Vinosia,"Luciano Ercolino, a businessman from Irpinia region, has started his own career as self made man during 90's, as one of the founder of Feudi di San Gregorio."
테라비바Terraviva,
지아니 마샤렐리Gianni Masciarelli,"지아니 마스시아렐리(Gianni Masciarelli)는 1930년 할아버지인 Giovannino가 와인에 대한 열정과 사랑으로 와인 생산을 시작 하게 되었으며, 그의 손자인 Gabriele는 농업에 대한 의식을 한 곳에 집중, 정열을 쏟아 부었다."
본세냐Bonsegna,"Azienda Agricola Vitivinicola Bonsegna currently has around 25 hectares of land planted to wine grapes and is slowly but continuously expanding. In recent years Alessandro has purchased and redeveloped uncultivated, often neglected plots of land, some bordering on his vineyards, and planted them to vines, giving them new life."
드리우스Drius [B2B],"Drius winery is located in Friuli Venezia Giulia, in the northeast of Italy. It is situated in Cormons, between the Collio and Isonzo DOC zones. Joining the tradition with continuous study, the respect for the natural environment is the mainstay of the Drius' farming philosophy. The winery's focus is production of quality wines."
빌라 월터 폰타나Villa Walter Fontana,"The history of Villa Walter Fontana has been deeply linked to Valtellina, a small mountain area in Lombardy, and its vineyards for over 60 years. Walter Fontana, the founder, was deeply in love with the terroir of Valtellina and around 1960 he decided to create in Valtellina a winery which was reflecting his passion for this land and for the most important native grape of this land: the very famou"
칸티나 빌라 지아나Cantina Villa Gianna [B2B],"Cantina Villa Gianna is located in central Italy, in one of the most famous areas of Lazio: Sabaudia di Latina, just 75 km from the south of Rome. It is surrounded by fantastic natural beauty of the Pontine Island, the Gardens of Ninfa, the Circeo National Park and the Ulysses Riviera."
카살리 비티컬토리Casali Viticultori [B2B],"Casali is part of EMILIA WINE Group with an overall production capability of 30 million litres per year and the possibility to offer private labels and customized products. The Group take good care of 1870-hectares of vineyards where Lambrusco and many other native grapes grow. Our Lambrusco red sparkling wines are easy and approachable, and widely recognized at an international level."
로카 데이 모리Rocca dei Mori,"Rocca dei Mori wines, produced by Apollonio family (owners of the historic Apulian winery of the same name) follow a rigorous selection of exclusively Salento indigenous grape varieties, mainly Negroamaro and Primitivo, carefully chosen and worked, and very often aged in barrels and bottles."
카로 [보데가스 카로]Caro [Bodegas Caro],"보데가스 카로(Bodegas Caro)는 프랑스 최고의 포도원인 샤또 라피트 로칠드와 아르헨티나의 와인 명가인 카테나가 합작하여 만들어낸 최고급 포도원이다. 이름도 카테나의 CA, 로칠드 가문의 RO 를 합쳐 카로 CARO 라는 이름을 가지게 되었다."
샴페인 살몬Champagne Salmon,
더 와인 그룹The Wine Group,
샴페인 망진 앤 필스Champagne Mangin & Fils,
보나도 페레 앤 필스Bonnardot Pere et Fils,1470년부터 꼬뜨 도르(Cote d'Or)의 포도주를 생산해 온 양조가 집안 출신인 엘리자베스는 어릴때부터 가업에 큰 관심이 있었다. 1979년 Beaune 와인 학교에서 양조학 학위 취득 후 쥘 쇼베(Jules Chauvet)와 함께 지내면서 자연 양조(Natural Vinification)를 지향하게 되었다. 1981년 Bonnencontre에서 농부 Christophe와 결혼하였고 수 년에 걸쳐 블랙 커런트를 심은 후 Côte와 Hautes Côtes de Be
롤랜드 챔피언Roland Champion,"롤랜드 챔피언(Roland Champion)은 18세기 이후 포도와 함께 성장하고있다. 이전까지 모든 수확량을 네고시앙에게 판매 했었으나 4세대부터 직접 샴페인을 생산하고 있다. 롤랜드 챔피언의 역사는 샴페인 안드레 챔피언이 처음으로 상품화되었던 1929년에 시작되었다. 하지만, 앙드레의 이른 죽음으로 당시 16세였던 장남 롤랜드는 용기와 위엄으로 가업을 이어받아 성장시켰다. 샴페인 하우스는 1951년 ""샴페인 롤랜드 챔피언""으"
리차드 & 스테판 마틴Richard et Stepahne Martin,"Richard와 Stephane Martin 형제는 오랫동안 유기농법 원칙을 고수하여 Ecocert 인증을 받아 실천하고있다. 환경 친화적인 문화뿐 아니라 보다 친환경적인 정체성을 상징한다. 떼루아에 더 깊이 뿌리를 내림으로써 포도나무의 고유성을 표현하고 진정한 즐거움을 제공한다. 단순한 와인으로써 생산되는 것이 아니라 기후, 지하 저장고, 토양의 질, 사랑과 정성, 색상과 향기, 끈질긴 인내심과 노하우의 결정체이다. Richard Martin"
바인바흐 [도멘 바인바흐]Weinbach [Domaine Weinbach],"도멘 바인바흐 (Domaine Weinbach)는 장미나무와 포도나무가 감싸고 있는 아름다운 곳으로 슐로스버그(Schlossberg) 자락에 터를 잡고서 포도원을 관통하듯 흐르는 작은 시내인 ""Wine Bach, Wine brook"" 에서 그 이름을 따왔다. 오래 전부터 포도원과 함께 수도원으로 사용되어 왔던 것으로 여겨지고 있는 Clos des Capucins을 본거지로 삼고 있다."
조리안Zorjan,
도멘 롱다이Domaine Long Dai,
샴페인 부와젤Champagne Boizel,
앙리 르블랑Henri Leblanc,
도멘 뱅상 당프Domaine Vincent Dampt,
샤토 필립 하디Chateau Philippe Le Hardi,
도멘 드 마랑드Domaine des Malandes,"도멘 드 마랑드(Domaine des Malandes)의 와인들은 샤블리의 떼루아를 가장 잘 표현하고 있으며 프랑스 국내 및 각종 해외수상 경력과 연 생산와인 21,000 병의 90% 이상을 수출, 샤블리(Chablis)의 명성있는 와이너리다."
도멘 장 콜레Domaine Jean Collet,
도멘 뱅상 프뤼니에Domaine Vincent Prunier,
비뇨블 브뤼노Vignobles Brunot,
셀리에 데 프린스Cellier des Princes,
벵기 빈야즈Venge Vineyards,
도멘 자비에 모노Domaine Xavier Monnot,"자비에 모노(Xavier Monnot)는 Côte de Beaune 지역의 유망한 와인메이커 중 한 명으로, Beaune에서 Maranges까지 이어지는 포도밭을 소유하고 있다. 1723년부터 6대째 와인 양조를 이어오고 있으며 2004년까지 외할아버지 Rene Monnier(르네 모니에)의 이름으로 와인이 생산되다가 자비에가 와인학을 마친 후 1994년에 가업을 물려받아 자신의 이름을 딴 'Domaine Xavier Monnot' 레이블을 탄생시켰다."
도멘 뷔송Domaine Buisson,
쥴리앙 필롱Julien Pilon,
노바이아Novaia,
렌첼 와이너리Rencel Winery,
도멘 보나르도Domaine Bonnardot,
슈그 와이너리Schug Winery,슈그 와이너리(Schug Winery)는 1980년에 설립됐다. 인시그니아를 탄생시키며 전세계적으로 유명한 와인메이커로 그 이름을 떨친 조셉펠프스의 월터슈그가 와인메이킹을 담당하며 슈그는 저명한 와인으로 이름을 떨치고 있다.
지게티Szigeti,"지케티(Szigeti)는 오스트리아의 유명한 스파클링 와인 생산자로, 고품질의 스파클링 와인과 전통적인 방법을 결합한 와인 제조로 알려져 있다."
모나스테리오Monasterio de la Vinas,"모나스테리오(Monasterio de la Vinas) 는 1997년 스페인 북중부지역의 Cariñena DO 에 위치한 품질과 환경을 위해 노력하는 와이너리로, 국제표준인 ISO 9001 (품질경영시스템에 관한 국제규격 인증)과 ISO 14001 (환경경영을 기업경영 방침으로 함을 인증)를 인증 받으며 끊임없이 노력하고 있다."
프랑수아 티안퐁Francois Thienpont,"무통 로칠드의 무통 까데, 라피트 로칠드의 보르도 컬렉션처럼, 보르도 우안 포므롤 마을의 프리미엄을 대표하는 샤토 르팡(Chateau Le Pin) 에는 티안퐁 가족의 보르도 컬렉션이 있습니다. 벨기에에 뿌리를 두고 있는 티안퐁 가족은 1920년대에 보르도 로 건너왔습니다. 그들이 처음 운영한 포도원은 생테밀리옹의 1등급 포도원인 샤토 트롤롱 몬도 (Troplong Mondot), 1924년에는 뽀므롤의 뷰 샤토 세르탕 (Vieux Chateau Certai"
자이엉스Jaillance,
도멘 제라르 피유Domaine Gerard Fiou,
라 젤라La Gerla,라 젤라(La Gerla)는 몬탈치노가 와인계의 중심으로 부상하기 이전에 시작된 초기 정착자의 하나로서 지역을 대표하는 진정한 품질과 기술력을 갖춘 생산자다. 특히 이들 포도밭의 일부는 지역의 맹주 비온디 산티가 과거 가족간의 갈등으로 핵심 밭의 일부를 외부에 매각했을 때 사들인 것으로 몬탈치노 최고의 테루아라고 해도 손색이 없다.
샤를 미뇽Charles Mignon,"샤놀 미뇽(Charles Mignon)은 프랑스 샹파뉴(Champagne) 지역의 Épernay에 위치한 와이너리로, Épernay는 샴페인의 중심지로 유명하다."
몬테 델 프라Monte del Fra,
파라디소 디 카쿠치Paradiso di Cacuci,파라디소 디 카쿠치(Paradiso di Cacuci)는 이탈리아 몬탈치노에 위치한 가족 경영의 와이너리입니다. 대대로 의료업에 종사한 카쿠치 집안은 와인에 대한 깊은 열정으로 브루넬로 디 몬탈치노(Brunello di Montalcino) 컨소시엄의 창립 멤버이자 브르넬로 디 몬탈치노 와인의 전통과 뛰어난 품질에 큰 기여와 헌신을 한 마우로 파텔리(Mauro Fastelli)로부터 파라디소 와이너리와 셀러를 매입하였습니다. 파라디소 디 카쿠치는 몬
토르나토레Tornatore,"토르나토레(Tornatore)는 17세기까지 올라가는 가문의 역사를 가지고 있는 시칠리아 토착 가문입니다. 토르나토레 와이너리는 1865년에 처음 설립되었으며, 1910년 현재 와인메이커인 쥬세페 토르나토레의 증조할아버지가 현재의 건물을 처음 지었습니다. 1930년대의 토르나토레 가족들은, 지역의 토지등기부를 만드는 임무를 하였으며, 토지를 조사하면서 최고의 포도밭들을 조금씩 매입하게 되었습니다. 현재는 전체 110헥타아르"
아스케리Ascheri,"아스케리 (Ascheri)는 1859 년 이탈리아 피에몬테의 라모라 (La Morra) 마을에 설립된 와이너리로, 와이너리를 소유한 가족의 이름인 동시에, 처음 포도나무를 재배한 장소의 명칭이기도 합니다."
샤또 벨 레르Château Bél Air,
샤토 아르망스Chateau Armens,
샤토 데 송즈Chateau des Songes,
샴페인 엠마뉴엘 브로쉐Champagne Emmanuel Brochet,샴페인 엠마뉴엘 브로쉐(Champagne Emmanuel Brochet)는 현재 샴페인 지역에서 가장 주목받고 있는 생산자다. 샴페인 하우스들의 전쟁터로 불리우는 뉴욕에서도 대부분의 레스토랑이나 와인 바에 리스팅되어 있을만큼 샴페인 지역의 떠오르는 신성이기도 하다.
도멘 버나드 그리파Domaine Bernard Gripa,
장 필립 트루쎄Jean Philippe Trousset,
도멘 레 우를레Domaine Les Aurelles,
티에리 피요Thierry Pillot,
도멘 드 레드르Domaine de l'Edre,"도멘 드 레드르(Domaine de l'Edre)는 Vingrau에서 10 헥타르 이상 뻗어있는 곳에 위치해있다. 석회암 점토의 토양으로 구성되어 있으며, 지중해성 기후의 영향으로 트라몬타네 북풍이 불어온다. 도멘의 포도밭은 높은 해발고도와 일조량이 좋은 조건의 영향을 받아포도가 성장하는 데 조화로운 환경을 갖추고 있"
카사 라 라드Casa La Rad,
도멘 실베인 & 알랑 노르망﻿Domaine Sylvaine & Alain Normand,
도멘 앙드레 본옴므Domaine Andre Bonhomme,
도멘 자콥Domaine Jacob,
비티스 노스트라Vitis Nostra,
마리 드 모이Marie de Moy,
캘러마이스터Kellermeister,
바인굿 클럼프Weingut Klumpp,
핸드 인 핸드Hand in Hand,
플럼잭 와이너리PlumpJack Winery,"플럼프 잭 와이너리(PlumpJack Winery)는 나파 밸리의 Oakville에 위치하며, 슈퍼 프리미엄 와이너리로서 처음으로 스크류 캡을 사용하였다. 와이너리의 이름은 셰익스피어의 헨리4세의 캐릭터인 Sir John Falstaff에서 영감을 얻은 이름으로서, 플럼잭 와인은 와인잡지 Wine Enthusiast와 로버트 파커에서부터 수많은 찬사와 와인 평론가들로부터 미국내 최고의 와이너리로 손꼽히고 있다."
도멘 마뜨노 말라흐Domaine Martenot Mallard,
샤토 라 불뜨 가스빠레Chateau La Voulte Gasparets,"샤토 라 불뜨-가스빠레(Chateau La Voulte Gasparets)는 6대째 내려오는 가족경영 샤또로 꼬르비에르만이 가지고 있는 석회암, 점토, 이회암 등의 다양한 토양에 그 땅에서 가장 잘 자라는 포도를 그대로 가져와 와인을 양조한다. 사람의 손길을 최소화 하며 포도 재배부터 와인 양조까지 유기농 농법을 고집한다."
도멘 폴 마스Domaines Paul Mas,도멘 폴 마스(Domaines Paul Mas)의 와인은 비누스의 전설이 시작된 샤토 폴 마스의 산 기슭에 있는 에로(Herault)강유역에서 시작되었다. 에로 계곡의 자갈이 많은 점토질의 석회암토양과 토우(Tour)습지로 내려가는 경사면의 건강한 테루아 덕분에 매력적이고 견고한 와인이 만들어진다.
프랑소와 크로쉐Francois Crochet,"프랑소와 크로쉐(Francois Crochet)는 1988년 Robert의 아들, Francois Crochet와 Marie-Solange Crochet의 두 가문이 프랑스 북부 상세르 바로 외곽에 있는 Bue의 작은 코뮌의 포도밭을 인수, 전통적인 방법을 고수하는 소규모 가족생산자로서 아펠라시옹 최고의 와인을 생산하는 것으로 오랜 명성을 유지하고 있는 와이너리이다."
셀라 & 모스카Sella & Mosca,"셀라&모스카 와이너리(Sella & Mosca)는 사르데냐 섬의 가장 특별한 와이너리이자 120년 이상의 역사를 배경으로 한 이탈리아에서도 손꼽히는 유명한 와인 생산자 중 하나로, 540헥타르 규모의 유럽 대륙에서 가장 큰 포도원을 소유하고 있다. 1899년 피에몬테 출신의 엔지니어였던 에르미노 셀라(Erminio Sella)와 변호사였던 에드가르도 모스카(Edgardo Mosca)가 설립했다. 고대 문명에 많은 관심을 가졌던 모험심이 많던 두 사"
오즈 와인OZ Wine,오즈 와인(OZ Wine)은 쉽게 마실 수 있고 즐길 수 있는 언제나 맛있는 와인을 만들고자 하는 데이비드(David)와 알란(Alan) 부자의 생각에서 시작되어 만들어진 데일리 와인 브랜드 입니다. 데이비드와 알란 가문은 4대째를 이어 와인을 생산 재배하고 있는 집안으로 본인들이 만드는 와인에 대한 열정과 노고를 아끼지 않습니다. 그들이 오즈와인을 런칭하는 단 하나의 이유는 어디든 어느 때든 합리적인 가격으로 굿 퀄리티의
미라피오레Mirafiore,"미라피오레(Mirafiore)는 바롤로의 역사를 상징하는 와이너리로, 바롤로의 세루랑가 달바(Serralunga d'Alba)에 서 최고급 바롤로를 생산한다. 미라피오레는 통일 이탈리아의 1대 국왕인 비토리오 엠마누엘레 2세(Vittorio Emanuele II)의 아들인 엠마누엘레 알베르토 구에리에리(Emanuele Alberto Guerrieri) 백작과 그의 부인이었던 로자 베르첼라나(Rosa Vercellana) 백작부인이 1878년 '까사 에 디 미라피오레'라는 이름으"
카루스 비니Carus Vini [B2B],"Carus Vini is a boutique wine estate in the heart of Tuscany, located in San Casciano in Val di Pesa close to Florence. Carissimo family is an historical Italian family who runs the wine business since four generations. They bought Carus in 2011."
카사로스테Casaloste [B2B],까사로스떼(Casaloste)는 이탈리아 피렌체와 가까이 위치한 Chianti 지역 Panzano 안에 Chianti 언덕 위에 자리 잡고 있다.
폰토디Fontodi,폰토디(Fontodi)는 피렌체 출신의 마네티(Manetti) 가문이 1968년 키안티 클라시코 지역의 작은 마을 판자노(Panzano)에 설립한 와이너리이다. 마네티 가문은 수세기 동안 이태리 전통 기와를 만드는 재료인 테라코타를 생산해 왔으나 키안티의 전통을 지키고자 하는 목표를 갖고 와인 비즈니스를 시작했다.
트레골레Tregole,"Tregole, located between Siena and Florence in an intimate corner of the Chianti region, is perched on a hill enveloped within three deep gorges. It's a unique place, with an intriguing history that dates back to the Etruscan dominion and documents that mention the farm being in total activity as far back as the tenth century."
카스텔로 디 베라짜노Castello di Verrazzano,"카스텔로 디 베라짜노(Castello di Verrazzano)는 끼안티 클라시코의 중심지 그레베(GREVE)에 위치하고 있으며 뉴욕의 동부항을 발견한 성주 지오반니 베라짜노(GIOVANNI VERRAZZANO)를 기리기 위한 베라짜노 다리, 베라짜노 마라톤 등으로 뉴욕인의 사랑을 받는 와인이다. 베라짜노는 ""CINGHIALE (WILD BOAR)""를 뜻하는 라틴어이다."
레이마리 세씨Leymarie Ceci,
도멘 피에르 즐랑Domaine Pierre Gelin,
엠마누엘 지불로Emmanuel Giboulot,
도멘 파미유 피카르Domaine Famille Picard,
끌로 뒤 셀리에Clos du Cellier aux Moines,"끌로 뒤 셀리에(Clos du Cellier aux Moines)는 꼬뜨 샬로네즈(Côte Chalonnaise)에 위치한다. 1258년 시토 수도회 수도승들이 건설하고 1789년까지 거주했던 유서 깊은 장소로, 6세기에 걸쳐 수도승들에 의해 와인이 생산되었다."
라 살라 델 토리아노La Sala del Torriano,"La Sala del Torriano is located in San Casciano in Val di Pesa, in the Chianti Classico region, and it makes 4 labels according to the principles of the organic agriculture, for a total of 50,000 bottles produced."
보데가스 페나스칼Bodegas Penascal,
비냐 레알Vina Real,비냐 레알(Vina Real)은 리오하 최고 와인 생산지 중 하나인 리오하 알라베사에 위치한 Compañía Vinícola del Norte de España(CVNE)의 아이코닉한 와이너리다. 비냐 레알의 역사는 1920년으로 거슬러 올라간다. 오늘날 이들은 리오하 알라베사(Rioja Alavesa)의 선구자일 뿐만 아니라 진정성과 성실성을 바탕으로 한결같이 그 뿌리에 충실한 브랜드로 알려져 있다. 설립 이
심플 베이지크Simple Basique,
비냐 메인Vina Mein,비냐메인(VinaMein) 와이너리는 스페인에서 가장 다양성이 있는 포도재배지역중 하나인 아비아밸리AviaValley의 테루아를 표현하기 위해 노력해왔습니다. 리베이로Ribeiro의 와인생산중 심부에있는 아비아밸리AviaValley 지역의 역사는 12세기 San Clodio 수도원이 이지역을 포도밭으로 변화시켰을때로 거슬러 올라갈만큼 역사가 깊은곳입니다
마르셀 드 샹제Marcelle de Changey,
도멘 롤랑 그랑지에Domaine Roland Grangier,"도멘 롤랑 그랑지에(Domaine Roland Grangier) 와이너리는 포도재배, 수목원, 가축농장 등 농업의 역사가 오래된 가문으로 할아버지 Marc Manoa는 포도재배, 와인양조, 낙농업에 종사하였고, 아버지 Charles Grangier는 Chavanay(샤바나) 마을에서 포도나무를 관리하였다. Roland Grangier 또한 가문의 풍습을 이어받아 2002년 1.5"
