생산자,설명
카사 다 토제이라Casa da Tojeira,"Our Terroir has Atlantic and Continental influence. We are in a more interior and higher altitude area, so we can obtain wines with great structure and complexity."
도멘 뎅 프레레Domaine Dampt Freres,"도멘 뎅 프레레(Domaine Dampt Freres)는 세 형제가 운영하는 Chablis 외곽의 Collan에 있는 와이너리입니다. 1980년 Bernard Dampt가 Emmanuel, Eric, Herve 세 아들의 미래를 위해 포도밭을 구입하여, Cave Cooperative La Chablisienne의 회원으로 전통 와인 제조를 시작했습니다."
퀸타스 두 호멤Quintas do Homem [B2B],"Created in 1985 by the hands of António Miranda, Quintas do Homem is a family winery born from a great passion for winemaking."
퀸타 데 산타 크리스티나Quinta de Santa Cristina [B2B],"Quinta de Santa Cristina has a secular history, belonging to the same family for several generations. The professional wine production started in 2004 and it's currently owned by Mr. António Pinto, Ms. Rosa Maria Pinto and their daughter, Mónica Pinto."
도멘 보트 프레레Domaine Bott Freres,"도멘 보트 프레레(Domaine Bott Freres)의 와인은 2세기에 걸쳐 쌓여온 Bott 가문의 경험과 노하우의 결실입니다. 알자스 Ribeauvillé 기후의 영향을 받은 뛰어난 테루아와 최상의 포도 품질이 와인에 표현됩니다. 3대에 거쳐 양조업자들이 Bott 가문의 노하우를 유지하면서도 보다 성장하기 위해 전통을 존중하며, 최고의 품질을 목표로 와인을 만들고 있습니다."
도멘 뵐러Domaine Boehler,"도멘 뵐러(Domaine Boehler) 가문은 1650년 몰샤임에 터를 잡았으며, Antoine Boehler가 알자스 그랑크뤼인 Oberes Bruderthal 첫 번째 포도밭을 꾸리기까지 5세대가 걸렸습니다. 1970년대에 이르러 포도재배를 본격적으로 시작하였습니다. 신혼 부부였던 Marie와 Paul Boehler는 포도를 병입하기로 결정했습니다."
퀸타 다 릭사Quinta da Lixa,"Sensing Wine. Let yourself be guided by your senses. Enter a world that is fresh, light and delicate, with a brand that inspires passion."
퀸타 데 커르보스Quinta de Curvos [B2B],"The different types of vinho verde produced at Quinta de Curvos are marked by a mixture of aromas, resulting in wines of renowned quality, fruity and balanced. Given the competitive nature of the wine market, Quinta de Curvos, as a"
샤또 라유 테레포Chateau Larrieu Terrefort,"샤또 라유 테레포(Chateau Larrieu Terrefort)의 Terrefort noble house는 18세기 말 외과 의사이자 왕립 학교의 교수인 Monsieur Laurent의 소유였습니다. 이전에는 Masparrault, Brane 및 Dourmec 가족이 소유했습니다.현재 에스테이트는 Macau 코뮌에 위치한 Chateau Cusseau를 포함하여 Labarde 코뮌의 다양한 유형의 땅으로 구성되어 있으며 각각의 고유한 특성을 지닌 세 가지의 와인을 생산합니다."
마담 드 몽브리종Madame de Monbrison,마담 드 몽브리종(Madame de Monbrison)은 아르삭(Arsac)과 마고(Margaux) 사이의 고원에 위치한 샤토 몽브리종(Château Monbrison)의 기술로 자갈 기반 떼루아의 우수성을 구현하고 잠재력을 최대한 발휘합니다.
구아포스 와인 프로젝트Guapos Wine Project,*Address: RUA CENTRAL VIARIZ 1299 4640-626 BAIÃO *Tel: +351 926 444 063
엘렌 보그랑Helene Beaugrand,"엘렌 보그랑(Helene Beaugrand) 와이너리는 1919년, Gustave Beaugrand이 설립하였으며, 아들 Leon을 통해 비약적인 성장을 합니다."
퀸타 다스 아르카스Quinta das Arcas [B2B],"Quinta das Arcas is a family company with over 40 years of experience in the wine production business in Portugal. Our philosophy is based on achieving the best quality on the main ingredient, the grapes and also making it in a sustainable way with certifications and low intervention."
프리모르디오 와인즈Primordio Wines [B2B],
제라드 라쎄유 샴페인 하우스Gerard Lassaigne Champagne House,"제라드 라쎄유 샴페인 하우스(Gerard Lassaigne Champagne House)의 Champagne Gerard Lassaigne 브랜드는 1990년대에 Gérard 와 Marie Lassaigne가 설립했습니다. 그 후, 3대에 걸쳐 아버지에서 아들, 딸들로 포도 수확을 이어오고 있습니다. 이 와이너리는 Aube에 있는 작은 마을인 Montgueux terroir의 포도밭 한가운데 위치하고 있으며, 섬세한 아로마의 풍미를 가진 샤르도네로 유명한 마을입니다."
도멘 코스트 코마르탱Domaine Coste Caumartin,"도멘 코스트 코마르탱(Domaine Coste Caumartin)의 역사는 1,000~1,400년 부르고뉴 공작시대로 거슬러 올라갑니다. Coste 가족은 1971년까지 2세기 동안 스토브를 제조한 철공 가문이며, 스토브 제조로 매우 유명했습니다."
프로밤Provam [B2B],"PROVAM is a company formed by 10 winegrowers from the sub-region of Monção and Melgaço, who with their passion for everything wine related, decided in 1992 to build a modern and functional winery for the production of the Alvarinho and Trajadura blends in the parish of Barbeita, in Monção."
퀸타 다마레스Quinta D'Amares [B2B],"We´re a small producer with an annual production around one million liters of Vinho Verde with high quality in the North of Portugal, heart of Vinhos Verdes region."
비노 볼타Vino Volta,"Vino Volta was founded in 2018 by Garth Cliff and Kristen McGann - wine industry lifers. A spirit of experimentation and adventure underpins Vino Volta, as does a focus on approachability.We craft vibrant and textural wines with a focus on natural fermnet and low interference."
메종 앙드레 구아쇼Maison André Goichot,"메종 앙드레 구아쇼(Maison André Goichot)는 1947년 정식 메종으로 출범하여, 3대에 걸쳐 네고시앙에서 포도 재배, 와인 양조까지 100년이 채 걸리지 않았을 만큼 빠르게 성장한 브랜드로, 대부분 대기업 혹은 유명한 이름 하에 와이너리가 운영되는 부르고뉴 지역에 거의 얼마 남지 않은 가족 경영 독립 메종이다."
랭 에스테이트Lange Estate,"The Lange family have been cultivating and farming in rural Western Australia for five generations. The tradition continues in Frankland River with the Lange's vineyard,"
레브리에 와인즈Levrier Wines,"Levrier Wines is an alternative taste of Handcrafted wines. Jo Irvine established Levrier Wines with her partner Peter in 2014 to capture the pure essence of some of the forgotten varietals of the Barossa,"
와인 투 워터Wine to Water Pty Ltd,"Little Ripples is a socially responsible wine brand where for every bottle sold, we provide one year of clean water to one person in a developing community."
그로어스 터치Growers Touch,Guglielmino family 에 의해 1997년부터 New South Wales의 역사적인 와인 지역인 Riverina 와인 지역의 Hanwood마을에서 와인을 생산하기 시작했다.
윌로우 브릿지Willow Bridge,Address- 178 Gardincourt Drive Henty WA Tel-
와이너리 제니Winery Zeni,"와이너리 제니(Winery Zen)는 150년의 역사를 가지고 있고, 그 시작은 1870년 Bartolomeo Zeni 로 거슬러 올라간다."
도멘 안느 세바스티앙 비도Domaine A&S Bidault,"도멘 안느 & 세바스티앙 비도(Domaine A&S Bidault)는 5ha 규모의 작은 하우스로, 1976년 모레생드니에서 태어난 Anne Gibourg와 퓔리니 몽라셰에서 75년에 태어난 Sebastien Bidault 가 설립한 도멘이다."
바롱 다리냑Baron d'Arignac,
채프먼 그로브Chapman Grove,"* Address :162 Brooks Road Margaret River, Australia * Tel : +61 417141272 * Founder : Ron Fraser"
질지 와인즈Zilzie Wines,"Family owned and operated, Zilzie is Australia's 4th largest family owned winery and one of Australia fastest growing wine brands."
휘슬러Whistler,"Whistler was founded by Martin Pfeiffer, former Head Vineyard Manager at Penfolds and 3rd generation grape-grower. Therefore, at the core of our family owned business is a love of the land."
리빙 루츠Living Roots,"Living Roots is a winery in both the Adelaide Hills region of South Australia and the Finger Lakes region of New York, our hometowns."
와인즈 오브 머릿Wines of Meritt,"Nick (Maker) & Sarah (Master) make small batch, single vineyard, low-intervention wines in Margaret River with left of centre varieties & techniques. They make their wines with a light touch, using wild yeast and avoiding fining and filtering while being sensitive to the needs of the wine, rather than imposing pre-existing recipes."
루 미란다 에스테이트Lou Miranda Estate,"Lou Miranda Estate hailing from Southern Barossa Valley. We are Three sisters; Lisa our General Manager, Angela heading up Winemaking & Viticulture and Victoria covers Marketing. Third generation vignerons producing wines from our 100 acres and proud custodians to four Centenarian vineyards o"
Z 와인Z Wine,"Janelle and Kristen Zerk are fifth generation Barossans and are the only sister duo in the Barossa Valley who produce, own and operate their business."
필립포나Philipponnat,"필립포나(Philipponnat) 가문은 1522년부터 샹파뉴에서 포도나무 재배를 시작하였다. 샹파뉴의 핵심 지역인 아이(Aÿ)와 디지(Dizy) 사이 르 레온(Le Léon)에서 처음 시작하였으며, 여전히 이 지역과 인근 마뢰이-쉬르-아이에 20헥타르 가량의 그랑 크뤼와 프리미에 크뤼 밭을 소유하고 있다. 처음 포도나무를 키운 아브릴 르 필립포나(Apvril le Philipponnat) 시절부터 루이 14세의 왕실을 비롯한 여러 곳에 와인을 납품하였다."
예링버그Yeringberg,예링버그(Yeringberg)는 1863년 설립된 드 퓨리 가문의 전통을 4대째 이어서 산드라와 데이비드 드 퓨리 남매가 함께 운영하고 있는 와이너리이다.
미스터 스미스 와인즈Mr Smith Wines,"Established in 2010, Mr Smith grew as a pseudonym for each of the different winemakers and friends that contribute to the wines we make."
머레이 스트리트 빈야드Murray Street Vineyards,"Since its founding in 2001, Murray Street has grown to become one of the Barossa Valley's largest family-owned estates. Murray Street has earned a reputation for producing outstanding artisan"
오텔리아Ottelia,Ottelia is a collaboration of first and second generations coming together to celebrate the wines of the Limestone Coast.
보야저 에스테이트Voyager Estate,"보야저 에스테이트(Voyager Estate)는1978년 호주 서남부 마가렛 리버에 설립된 가족경영 와이너리이다. 마가렛 리버는 1960 년대 고품질 와인메이킹으로 급부상한 산지이며, 지중해성 기후에 해양과 차가운 한류의 영향을 강하게 받아 우아하고 섬세한 프리미엄 와인으로 국제적인 명성을 획득했다."
장 바티스테 제시엄Jean Baptiste Jessiaume,장 바티스테 제시엄(Jean Baptiste Jessiaume) 와이너리의 역사는 1830년 Santenay 중심지 Saint Innocent 지역의 부지를 구입하면서 시작됩니다. 명성이 높아지면서 Jessiaume 가문의 뿌리는 Santenay의 역사와 함께 자리잡았습니다.
톰 도크너Tom Dockner,톰 도크너(Tom Dockner) 와이너리는 지금으로부터 110년 전 Lower Austria의 와인 지역인 Traisental과 같은 장소에 설립되었습니다. 와이너리가 위치한 마을은 Theyern이라고 불리며 오스트리아의 수도 비엔나에서 서쪽으로 약 60km 떨어져있습니다.
퀸타 드 린하레스Quinta de Linhares,퀸타 드 린하레스(Quinta de Linhares)의 역사는 Domingos Ribeiro가 Agri-Roncão 라는 가족 기업을 2001년에 설립하면서 시작됩니다.
살로몽 운트호프Salomon Undhof,"2016년 와인&스피릿매거진으로부터 세계100대 와이너리로 선정된 최고의 와이너리 살로몽 운트호프는 오스트리아 크렘스탈에서 1792년에 설립된 전통있는 와이너리이다. 오스트리아의 중심 다뉴브강 유역에 위치해 있으며, 오랜 역사의 유명한 수도원을 리모델링하여 탄생된 와이너리는 3개의 빈야드가 있다."
필드데이Field Day Wine Co.,"Address- 1436 Brookman road, Willunga SA 5172 Tel- 610428581177"
알렉산더 다니엘스Alexander Daniels,"Located in the Southern Fleurieu of South Australia, 50 kilometres from Adelaide, our vineyard “Nangkita” is located in the middle of the exceptional wine regions of McLaren Vale and Langhorne Creek. The vineyard is over 100 acres, with undulating fields."
마르께스 데 까세레스Marques de Caceres,"마르께스 데 까세레스 (Marques de Caceres) 는 1970년 Henri Fornier 에 의해 설립되었으며, Rioja Alta 지역의 Cenicero에 위치하고 있다. Marques de Caceres 는 자체 포도원을 소유하고 있지 않으며, 지역의 포도재배자들과 계약하여 양질의 포도를 공급받고 있다."
루이 마티니Louis M. Martini,"루이 마티니(Louis M. Martini)는 미국의 금주령 시대에도 미사주를 공급하며, 와인 양조의 전통을 이어온 와이너리로서 뛰어난 밸런스를 자랑하면서도 유니크한 떼루아의 장점을 잘 표현하는 장기 숙성용 레드 와인 메이커로 명성이 높다."
애쉬브룩Ashbrook Estate,"Established by the Devitt family in 1975 as the region's tenth winery, Ashbrook is highly awarded and accoladed across its premium, single vineyard range of wines."
에얼룸 빈야즈Heirloom Vineyards,"Heirloom Vineyards was conceived in vintage 2000, when a young winemaking student caught the eye of a silly old wine judge. A love story ensued inspired by two vows: To preserve the best of tradition, the old world of wine and our unique old vineyards"
아틀라스Atlas,"Handmade wines from the great vineyards of the Clare and Barossa Valleys. Atlas Wines was established in 2007 by Adam Barton and Amy Lane. Their vision, simply to produce great wines"
아일랜더 에스테이트Islander Estate,"The Islander Estate Vineyards blends two diverse wine worlds. The heritage and finesse of Bordeaux. And Australia's most surprising wine region - Kangaroo Island. Established by 5th generation Bordeaux winemaker Jacques Lurton, with a vision to place Kangaroo Island on the world map of fine wine."
토마스 조지Thomas George,"토마스 조지(Thomas George)는 러시안 리버 밸리에 위치한 와이너리로, 그 지역의 특성, 개별 포도나무 및 특정 빈티지를 반영하기 위해 생산된 소규모, 장인정신을 가진 와인들로 유명하다"
블루팜Blue Farm,블루 팜(Blue Farm) 와이너리는 앤 몰러-라케(Anne Moller-Racke)가 2007년 자신의 7에이커 집 농장에서 시작한 와이너리이다.
드 보톨리De Bortoli,드 보톨리 (De Bortoli)는 1928년 비또리오(Vittorio)와 귀세피나 드 보톨리 (Guiseppina De Bortoli)에 의해 설립된 후 지금까지 3대에 걸쳐 가족경영되고 있는 와이너리이다.
Tar & Roses타르&로지스,"Tar & Roses is one of Australia's most awarded and loved wines. Vintage 2006 formed the original winemaking partnership of renowned winemaker Don Lewis and Narelle King, their vision beginning in Priorat, Spain where they immersed themselves"
메종 요하네스 부베Maison Johanès Boubée,"메종 요하네스 부베(Maison Johanès Boubée)는 프랑스의 와인 생산 및 유통 회사로, 1860년대에 설립되었다."
타마 릿지Tamar Ridge,"타마 릿지(Tamar Ridge)는 호주 태즈매니아(Tasmania)에 위치한 유명한 와이너리로, 특히 피노누아에 중점을 두고 있다."
클레어럴트 스트래이커Clairault Streicker,"Clairault Streicker is a family owned grower and wine producer based in Margaret River, located on the rugged south-west coastline of Western Australia."
래티튜드 32 와인즈Latitude 32 Wines [B2B],"래티튜드 32 와인즈(Latitude 32 Wines)는 호주의 최초 와인 산지의 유서 깊은 전통을 이어받았지만, 과거의 규칙에 얽매인 전통적인 와이너리는 아닙니다. 우리는 전통을 즐거움과 결합해, 헌터 밸리의 클래식한 와인 스타일에 현대적인 감각을 더한 와인을 만듭니다. 지속 가능한 포도 재배 방식을 중심에 두고, 우리의 철학은 장소와 시간의 이야기를 담아 일상적인 순간을 특별한 모험으로 바꾸는 와인을 만드는 것입니다."
핸드픽트Handpicked Wines,핸드픽트 (Handpicked) 와이너리는 2003년에 설립된 와이너리다. 핸드픽트(Handpicked)는 포도 품종별 최고 산지에서 선별된 포도만을 사용해 각 산지에서 수 십 년간 와인을 빚어온 유명 와인메이커들의 열정으로 완성한 와인이다.
바-에덴 에스테이트Barr-Eden Estate,"Barr-Eden Estate is a unique property consisting of 130 acres of natural splendour. Nested on Mengler's Hill, the property rises in elevation from 1525 to 1788 feet (465m to 545 m) above sea level and sits across Eden Valley and the Barossa Valley."
보데가스 타피즈Bodegas Tapiz,"보데가스 타피즈(Bodegas Tapiz)는 UCO VALLEY SAN PABLO에 위치하고 있으며, 와이너리는 스태인리스 탱크 600,000리터에 오크통 500개(프랑스산 70%, 미국산 30%)를 보유한 대형 와이너리이다."
샤또 카피옹Chateau Capion,샤또 카피옹 (Chateau Capion) 은 랑그독의 보르도라고 일컫는 꼬뜨 드 랑그독의 아니안(Aniane) 지역과 셍 귈렘-르 (Saint Guilhem-le) 사막 근처에 위치하여 와인 생산에 이상적인 곳으로 인정받고 있는 와이너리이다.
밀론 와인Millon Wines,"Millon Wines sets a tone of authenticity, producing wines connected to the soil, painting a picture of South Australia. Combining the vineyards' historical richness with passionate expressions of flavour, to create award-winning wines. Our brand name, derived from the Spanish word Millón, reflects the traditional values of old world winemaking whilst"
위트크래프트 와이너리Whitcraft Winery,"와이너리 창업자 Chris Whitcraft는 10년 넘게 Santa Barbara의 와인 라디오의 호스트로 활동했던 터줏대감입니다. 이때 그는 Joe Heitz (Heitz Cellars), Dick Graff (Founded Chalone Winery and its AVA), 그리고 Burt Williams (Williams Selyem & Morning Dew Ranch) 등과 같이 캘리포니아의 실력있는 유명한 와인메이커들과 친구가 되었고 그들로부터 와"
페퍼 그린Pepper Green Estate,PepperGreen Estate prides itself on producing the finest grapes from a vineyard nestled in the undulating slopes of Canyonleigh located in the beautiful Southern Highlands of Australia. A premium cool climate vineyard at 700 metres above sea level. Our
안티케 테레 베네테Antiche Terre Venete,
샴페인 바우저Champagne Bauser,샴페인 바우저(Champagne Bauser)는 프랑스 샴페인 지역의 Les Riceys에 위치한 가족 경영 와이너리이다.
펠리세로Pelissero,펠리세로(Pelissero)는 1957년부터 독립된 자치 단체로 있는 트레이조(Treiso)에 위치한 와이너리로 이탈리아 DOCG 중 최초의 지역 중 하나인 바르바레스코(Barbaresco) 지역의 중심지이다.
핀다리 와인즈Pindarie Wines,"Everything at Pindarie is in its right place, every hand placed stone and every planted vine. Each variety we grow offers a different taste to discover; all with exceptional depth of flavour, vibrancy and liveliness. The Pindarie sustainable farm on Barossa's Western Ridge is a place of natural beauty, magnificent views and lovingly restored buildings."
세이브 아워 소울즈Save Our Souls,Address - 121 Yzarragon South Road Yarragon 3823 Tel - 61418856669 Owner Name - Jason Searle & William Downie Founded Year - 2008
씨 쏘 와인즈See Saw Wines,"Address - 4 Nanami Lane, Cargo NSW 2800 Tel - 0437 725 574 Owner Name - Justin and Pip Jarrett Founded Year - 2007"
서브로사 와인SubRosa Wine [B2B],"서브로사(SubRosa)는 애덤 라우더와 낸시 팬터 부부가 빅토리아 주의 그램피언스와 피레네 산맥의 서늘한 기후 지역에서 선별된 포도로 소량 생산하는 와이너리입니다. 애덤은 보르도, 나파 밸리, 호주 등지에서 25년간 40번의 빈티지를 경험하며 쌓은 전문 지식을 바탕으로, 음식과 완벽하게 어울리는 복합적이고 개성 있는 와인을 만들어냅니다."
타라와타 와인즈Tarrawatta Wines[B2B],"타라와타 와인즈(Tarrawatta Wines)의 목표는 바로사 고지의 에덴 밸리에서 작은 'Ambervale' 포도밭에서 생산된 와인으로 세계의 훌륭한 와이너리들이 만든 레드 와인에 필적하는 것입니다. 모든 와인은 전통적인 구세계 방식을 사용하여 2톤 이하의 개별 블록 배치로 제작됩니다. 와인이 출신지의 특성을 잘 반영할 수 있도록, 자생 효모로 발효하며 정제나 필터링을 하지 않습니다."
퍼플 소울Purple Soul Wines,"Made with passion. Crafted with Soul. Purple Soul was created by friendship - A group of friends who are all 'wine related' - winemaker, wine sale & wine drinker. Our goal is to produce wines of the highest quality that we want to drink – and we trust"
토미크Tomich,~ Fourth Generation Wine Family since 1936 ~ Respected & recognizable brand experiencing exponential growth ~ Premium cool climate vineyard location in the Adelaide Hills South Australia ~ Altitude: 365m – 400m above sea level Annual rainfall: 800mm
비노밤비노Vino Bambino,Founded in 20009 we have contemporary Victorian and Australian wines. We aim to focus on sustainable & organic practices and minimal intervention wine making. We embrace the spirit of family.
윌키 와인즈Wilkie Wines,"Wilkie Wines offers a selection of small-batch wines made from grapes grown thoughtfully. The winemaking takes place on a little hill overlooking the country town of Bacchus Marsh, Victoria. Carefully nurtured wild yeast and bacteria, found in the"
아틀란&아르티장Atlan & Artisan,와이너리 아틀란&아르티장 (Atlan & Artisan)은 1998년 예클라 지역 모나스트렐 올드바인의 매력에 빠진 와인 사업가 필리페 브라마즈(Philippe Bramaz)와 와인 컨설런트인 세바스티안 켈러(Sebastian Keller)가 1998년 의기투합하여 만든 와이너리입니다.
보데가스 벨라스코 데 바퀘다노Bodegas Belasco de Baquedano,"보데가스 벨라스코 데 바퀘다노(Bodegas Belasco de Baquedano)는 아르헨티나의 프리미엄 와인 산지로 유명한 멘도자(Mendoza) 지역의 루안 데 쿠요(Lujan de Cuyo) 마을에서 8대째 와인 생산 역사를 이어오고 있는 유구한 와이너리이며, 아르헨티나 말벡 와인의 위상을 높인 와이너리로 평가받고 있습니다."
비스카르도 와이너리Biscardo Winery,"비스카르도(Biscardo) 와이너리는 1878년 설립된 오랜 역사를 가진 와이너리로, 베네토 지역에서 최초로 상업적인 설비를 갖추고 와인을 생산하며, 1900년대 초부터, 이웃 나라의 수출을 시작하며 이 지역을 대표하는 중요한 와이너리로 자리매김 하였습니다. 100년이 넘는 와인 생산 역사에도 불구하고, Biscardo 가문은 더 좋은 와인을 생산하기 위한 끊임없는 연구와 노력을 기울이고 있습니다."
원더그라운드Wonderground,"Wonderground is a vineyard (Mirus), art gallery, cellar door and sanctuary. It's where we interweave art and our creative practice into the craft of winemaking. It is an exploration of our passions from this unique property. Celebrating the wonderous nature of"
미루스 빈야즈Mirus Vineyards,"Our Mirus vineyard in Marananga (Western ridge of the Barossa Valley) has a great diversity of soils and aspects. This combined with mature, healthy plantings of traditional Barossa red varieties, led us to make a series of single block wines that express this"
드 뮬러De Muller,
니에포트Nieport,"니에포트(Nieport)는 1842년 포르투갈 두오로에서 5대에 거처 포트와인을 생산하며, 두오로 지역을 대표하는 와이너리로 성장하였습니다."
보데가 리오하나스Bodegas Riojanas,
바라오 데 빌라Barao de Vilar,"바라오 데 빌라(Barao de Vilar)는 비교적 최근에 설립된 포트 와이너리 생산자로 1996년에 설립되어 지금까지 유지되고 있으며, Barao de Vilar의 이름은 포르투갈의 왕비에 허가한 이름으로 보호받고 있습니다. Barao de Vilar의 오너 반 젤러(Van Zellers) 가문은 포트 와인으로 역사적인 상징성을 가지고 잘 알려진 Quinta do Noval 와이너리의 소유주 이기도 했습니다."
아이빈IVin,
테라 마레 매그넘Terra Mare Magnum,"테라 마레 매그넘(Terra Mare Magnum)은 이탈리아의 모던하면서도 혁신적인 와인 비지니스를 제안하고 있다. '좋은 퀄러티의 비싼 와인은 얼마든지 찾을 수 있다. 그러나 모두가 원하는 것은 좋은 가격과 그에 맞는 좋은 퀄러티의 와인이다' 라는 모토로, 그 나라를 대표하는 좋은 퀄러티의 와인을 생산하고 있다."
러브블럭Loveblock,
무랄리아Muralia,무랄리아(Muralia)는 토스카나 남쪽 시간이 멈춘 듯한 자연의 아름다움과 아름다운 석양을 잘 간직하고 있는 마렘마(Maremma) 지역에 위치하며 1997년 밀라노에서 이주한 스테파노와 치아라도나타는 이 마렘마 지역에 정착하여 와인 생산을 시작하였습니다.
메종 바불로Maison Barboulot,
일 포지오 데 가비Il Poggio de Gavi,"일 포지오 디 가비(Il Poggio de Gavi)는 프란체스카 포지오(Franseca Poggio)가 자신의 유년시절 뛰어 놀던 증조부의 농장을 2003년 와이너리로 탈바꿈하면 시작되었습니다. 그녀는 부동산 중개업자로 커리어를 시작했지만, 유년 시절부터 와이너리가 관광자원으로써 무궁한 가치가 있음을 깨닫습니다. 이후 가족 모두가 사업에 참여하는데, 그중 그녀와 그녀의 딸은 양조에 전념하며 성장을 계속 해오고 있습니다."
메종 오 포아Maison Aux Pois,메종 오 포아(Maison Aux Pois)는 우아한 부르고뉴 스타일을 표방하는 토카이 와인 생산자이다.
Coto de Gomariz꼬토 드 고마리즈,꼬토 드 고마리즈(Coto de Gomariz)의 이름은 갈리시아어로 포도 나뭇가지 고마리즈(Gomariz)에서 유래되었습니다. 와이너리가 소유한 빈야드는 갈리시아 지역에 위치해 있으면서 동시에 스페인에서 가장 오래전 공식적인 문서로 기록되어 있는곳으로 오랜 역사를 가지고 있습니다.
헤어스 체이스Hare's Chase,Marananga의 Hare's Chase 언덕에 위치한 와이너리는 세계에서 가장 흥미로운 와인 생산 풍경 중 하나를 한눈에 바라볼 수 있는 멋진 경관을 자랑합니다.
크래기 레인지Craggy Range,크래기 레인지(Craggy Range)는 같은 목표를 가지고 있는 두 가문에 의해 탄생되었다. 뉴질랜드 내에서 최고의 포도밭을 선별해 각각의 떼루아에 가장 적합한 포도 품종을 재배하기 시작한 데에서 그 역사가 시작됐으며 재배된 지역의 뚜렷한 개성과 품질을 표현하는 와인 생산을 위해 단일 소유지에서 재배된 포도로만 양조된 와인들을 탄생시켰다.
프리미 솔리Primi Soli,"프리미 솔리(Primi Soli)는 1908년 어느날 지오반니(Giovanni)가 로미오와 줄리엣 성에서 내려다 보이는 작은 밭을 보고 사랑에 빠졌고, 소규모 양조를 시작하였습니다. 그리고 전쟁에서 돌아온 그의 손자 피에트로(Pietro)에 의해 지금의 와이너리의 모습으로 바뀌기 시작하였고, 점차 가족경영 와이너리로서 탄탄한 입지를 만들어 갔습니다. 현재는 가성비 좋은 와인을 생산하며 대형 와이너리로 성장하였습니다."
캐빗Cavit,
킹 레빗King Rabbit,
칸티네 만프레디Cantine Manfredi,"칸티네 만프레디(Cantine Manfredi)는 달콤한 모스카토 와인을 중심으로 스푸만테, 바롤로 등의 지역 대표 와인 및 유기농 와인을 생산하고 있는 피에몬테 지역을 대표하는 와이너리로 성장했다."
파포아Parfoir,
토르고Torgo,"토르고(Torgo)는 스페인 갈리시아 지역 토르고라는 지역에서 소규모 양조를 하고 있는 와이너리입니다. 땅이 가진 그 본래 가치를 와인을 통해 지키기 위해 와이너리의 이름을 그 지역의 이름으로 사용하고, 2016년 제초제 미사용 재배를 선언하며 양조를 시작하였습니다. 포도가 자연스럽게 여러 잡초, 들꽃과 함께 어울리며 자라게 하고, 가지치기를 최대한 지양하며 땅이 가진 힘으로만 자라도록 하고 있습니다."
꾸스 라 헤인Cours la Reine,
비뇨블 벨라Vignobles Vellas,"비뇨블 벨라(Vignobles Vellas)는 프랑스 남부의 픽 생 루(Pic St Soup)와 지중해 사이, 몽펠리에(Montpellier)에 인접한 테이란(Teyran) 타운에 위치하는데, 이는 프랑스 남부를 대표하는 13곳의 원산지 중 하나이다. 와이너리의 모든 양조는 니콜라스 벨라(Nicolas Vellas)가 담당하며, 그의 아버지 때부터 생산되어 왔던 비뇨블 벨라의 와인들은 프랑스 남부의 특징을 잘 담아내는 프리미엄 와인으로 평가 받고 있다."
바바르다쥐Bavardages,
도멘 엘르뱅Domaine Ellevin,도멘 엘르뱅(Domaine Ellevin)은 1975년 프랑스 부르고뉴 지역에서 오랫동안 포도를 재배해 온 엘르뱅(Ellevin) 가문의 장 피에르(Jean Pierre)가 샤블리(Chablis) 마을에 정착하며 설립되었다. 현재는 샤블리를 대표하는 생산자로 자리잡고 있다. 2003년에는 전 세계를 돌아다니며 와인 양조에 관한 경험을 쌓았던 그의 아들 알렉상드르(Alexandre)가 합류하면서 그 역사를 같이 써내려가고 있다.
레 에스페론Les Esperons,
보데가스 마라뇨네스Bodegas Maranones,
아서 메츠Arthur Metz,
도멘 투렐Domaine des Tourelles,도멘 투렐(Domaine des Tourelles)은 떼루아의 특징을 그대로 표현하기 위하여 사람의 개입을 최소화하여 와인을 만들고 있으며 모든 포도는 기계를 사용하지 않고 손으로만 수확한다. 특히 오가닉 공법을 사용하고 있으며 발효과정에서도 토착효모만을 사용한다. 또한 인위적인 관개를 하지 않고 설산의 만년설이 녹은 물을 포도에 공급하는 등 환경친화적인 와이너리이기도 하다.
라 펠레 와인La Pelle Wines,"라 펠레 와인(La Pelle Wines)은 생산 지역의 캐릭터를 잘 표현하는 떼루아 기반 와인을 만드는 것을 목표로 마얀 코시츠키(Maayan Koschitzky), 미구엘 루나(Miguel Luna) 및 피트 리치몬드(Pete Richmond)에 의해 2016년에 설립되었다. 세 사람 모두 농업과의 연관성, 와인 재배 과학에 대한 호기심, 나파 밸리에 대한 사랑을 공유한다."
블러드루트Bloodroot,블러드루트(Bloodroot) 와인으로 알려진 이 브랜드는 리브 와인(Reeve Wines)과 연관된 노아(Noah)와 켈리 도란스(Kelly Dorrance)에 의해 설립된 와이너리이다.
줄리앙 수니에Julien Sunier,
미디아Midea,
올드 월드Old World,올드 월드(Old World)는 이탈리아 뿔리아(Puglia) 지역에 위치한 와이너리이다.
찰스 멜톤Charles Melton,
웨스트우드Westwood,웨스트우드(Westwood)는 소노마 밸리 북쪽 끝자락에 있는 Annadel Gap이라는 매우 독특한 지역에 자리하고 있다.
윌리엄 크누텔William Knuttel,윌리엄 크누텔(William Knuttel)은 캘리포니아 소노마에 위치한 가족 운영 와이너리이다. 이 와이너리는 고품질의 저렴한 와인 뿐만 아닌 울트라 프리미엄 싱글 빈야드 및 특별한 와인을 생산하는 것으로 알려져 있다
