생산자,설명
카터 셀러스Carter Cellars,카터 셀러스(Carter Cellars)는 1980년 중반 유레카 지역의 카터 여관에서 시작됐다. 꾸준히 찾는 손님 덕에 현재 3성급 호텔로 인정받고 있기도 하다.
클렌드넌 패밀리 빈야드Clendenen Family Vineyards,클렌드넌 패밀리 빈야드(Clendenen Family Vineyards)는 오너인 Jim Clendenen의 열정의 프로젝트로 만들어지는 와인이다. 장인으로 상업적 와인이 아닌 독창적인 와인을 만든다. 이 와인들은 배럴에 머물 수 있는 고급스런 가치를 가지고 있다.
델타Delta,"델타(Delta)는 2000년에 고품질 피노 누아와 소비뇽 블랑을 생산하기위해 설립되었다. 델타와인 창립자들은 말보로에서 발견되는 독특한 미세 기후 및 토양 유형이 고품질 와인을 생산하기에 이상적이라 생각했으며, 포도재배 및 포도주 양조 전문지식을 사용하여 전 세계적으로 유명한 피노 누아와 소비뇽 블랑을 생산하고 있다."
에듀케이티드 게스Educated Guess,"에듀케이티드 게스(Educated Guess)는 나파밸리의 유명 포도재배지역인 Yountville, Oakville, Rutherford에서 100% 유기농법으로 재배된 포도로 만들어진다. 다른 고가의 나파 밸리 산 경쟁와인 보다 더 저렴하면서도 품질은 더 우수한, 대중적인 와인을 만들겠다는 철학을 가지고 있는 Run to Deep 와이너리에서 Educated Guess를 생산하고 있다."
쉐이퍼 빈야드Shafer Vineyards,쉐이퍼 빈야드 (Shafer Vineyards) 는 시카고에서 23년간 출판업에 종사하던 존 쉐이퍼(John Shafer)는 자연 속의 삶을 동경하며 1972년 나파 밸리의 스택스 립 지역 포도밭을 구입하고 아들 더그(Doug)와 바위투성이 언덕을 개간하였다. 수년간의 노력 끝에 탄생한 첫 와인 1978년 빈티지 힐사이드 셀렉트 카버네 소비뇽은 1984년도 시음회에서 대단한 호평을 받았고 이후 90년대 초부터 양질의 신제품을 연이어 출시하며 평론가
레꼴 No.41L'Ecole No.41,"레꼴 No 41(L'Ecole No 41)은 현재 3대째 운영하고 있는 가족 소유의 아티잔(artisan, 장인) 와이너리로 와인 레이블에 그려진 역사적인 프렌치타운 스쿨(Frenchtown School)에 위치해 있다. 레꼴은 학교를 뜻하는 프랑스어로 옛 프랑스 학교를 와이너리로 개조하면서 주소를 더하여 레꼴 No41이라는 와이너리 명이 탄생하게 되었다."
케이머스 빈야드Caymus Vineyards,케이머스 빈야드(Caymus Vineyards)는 와인 전문지 Wine Spectator에서 1988년부터 1999년까지 12년간 뽑은 Top 10에 Special Selection을 포함한 와인들이 6년간 랭크된 바 있는 미국 고급 와인의 대명사격 와이너리이다.
밴드 오브 빈트너Band of Vintners,밴드 오브 빈트너(Band of Vintners)는 와인 업계에 종사하는 7명의 친구들이 모이면서 시작됐다. 가격 이상의 품질을 보증하는 나파 밸리 최고의 까베르네 소비뇽을 만들겠다는 포부를 갖고 각 분야에서 두각을 나타내는 친구들의 재능을 모아 출시해 좋은 반응을 얻고 있다. 레이블에 그려진 일러스트는 7명의 친구들의 캐릭터를 살려 디자인한 것이다.
샴페인 수에넨Champagne Suenen,샴페인 수에넨(Champagne Suenen)은 5세대 동안 Champagne 지역에서 지속되었으며 첫세대인 Damery는 1898년부터 포도재배를 시작하였다. Aurélien Suenen은 23살이라는 젊은 나이에 Cramant에 위치한 가족경영 와이너리에 참여하게 되었다.
데위 뻬르 에 피스Dehu Pere et Fils,샴페인 하우스 데위 뻬르 에 피스(Champagne house of Déhu Père et Fils)는 1787년에 설립된 유서 깊은 와이너리로 현재까지 8세대에 걸쳐 와인을 생산하고 있으며 2000년부터 현재까지 Benoit Déhu가 포도재배와 양조를 전담하고 있다. Benoit Dé;hu는 와이너리를 이어받기 전 Bollinger에서 5년 동안 와인메이커로 활동하였다.
도멘 미 고다르Domaine Mee Godard,"도멘 미 고다르(Domaine Mee Godard)는 한국계 입양자인 Mee Godard는 Beaujolais지역에서도 최고의 와인을 만들 수 있다는 잠재력을 믿고 보졸레 지역에서 와인을 만들기로 결정하며 시작됐다. 그녀는 음식과 과학에 대한 열정이 넘쳤으며, 마침내 Oregon State University에서의 공부를 결심하였으며, 그곳에서 와인을 배운뒤 Montpellier에 있는 학교에서 enology를 배웠다."
도멘 폴 피요Domaine Paul Pillot,도멘 폴 피요 (Domaine Paul Pillot)의 역사는 19세기를 거슬러 Thierry Pillot의 증조부인 Jean-Baptiste Pillot부터 시작된다.
샤또 수쉐리Chateau Soucherie,"샤또 수쉐리(Chateau Soucherie)는 발레 뒤 라이옹(Vallée du Layon)의 아름다운 경치를 볼 수 있는 30헥타르의 밭에서 최고급 품질의 포도를 생산하여 드라이 화이트 와인, 스위트 화이트 와인, 로제 와인, 레드 와인, 스파클링 와인 등 광범위한 AOC급 와인들을 생산하고 있다."
쟝 미쉘 제랭Jean Michel Gerin,쟝 미쉘 제랭(Jean Michel Gerin)은 1983년 와이너리를 설립하였고 1987년 처음 병입을 시작하였으며 1990년대부터 뛰어난 품질을 인정받아 전 세계적으로 큰 명성을 얻기 시작하였다. 제랭의 패밀리는 꼬뜨 로띠 지역에서 오랫동안 포도를 재배한 노하우를 양조방식에 접목시켰으며 현재 쟝 미쉘 제랭은 꼬뜨 로띠를 얘기할 때 빠지지 않는 중요한 와이너리로 평가 받고 있다.
보데가 루이스 까냐스Bodegas Luis Canas,보데가 루이스 까냐스(Bodegas Luis Canas)는 2세기에 걸쳐 포도재배와 와인양조에 몸 담아왔다. 리오하(Rioja)에서도 손꼽히는 산지인 알라베사(Alavesa)의 중심에 자리잡고 있다.
산디 와인즈Sandhi Wines,"산디 와인즈(Sandhi Wines)는 2010년, 유명한 소믈리에이자 Michael Mina Restaurant Group의 총괄 디렉터인 Rajat Parr가 Jonata와 Screaming Eagle의 전 오너였던 Sashi Moorman, 그리고 Charles Banks와 의기투합하여 설립된 와이너리다. 최고의 Pinot Noir와 Chardonnay가 자랄 수 있는 최고의 포도밭을 찾기 위해 많은 노력을 기울인 끝에 Santa Barbara County에 위치한 Santa Rita Hills에 포도밭을 구입하였다."
도멘 드 라 꼬뜨Domaine de La Cote,"도멘 드 라 꼬뜨(Domaine de La Cote)는 캘리포니아의 산타 바바라에 위치한 Santa Ynez Valley의 일부 지역으로 동서로 뻗어 있다. 계속되는 안개와 근처 태평양 해안에서 불어오는 찬 바람의 영향으로 주변 기후와 현저히 다른 서늘한 기후를 보이고 있어 Pinot Noir, Chardonnay, Syrah가 자라기 적합하다."
그레이스 와인Grace Wine,그레이스 와인(Grace Wine)은 1923년에 Misawa가문에 의해 설립됐다. 와인을 향한 일본 특유의 장인정신이 탄생시킨 일본의 대표 와이너리이다. 2011 디캔터 월드 와인 어워드에서 이곳 Grace Wine에서 출시한 와인이 일본 와인으로는 처음으로 실버 메달을 수상하였다.
킴 크로포드Kim Crawford,킴 크로포드 (Kim Crawford) 는 킴 크로포드(Kim Crawford)는 정말로 우연한 기회에 와인계에 발을 디딘 사람이다. 대학에서 전공한 미생물학이 뉴질랜드에서 그 기반이 없었던 반면 그 당시 뉴질랜드 와인산업은 혁명적 전환기를 맞고 있었는데 이는 그로 하여금 와인 양조자가 되기로 결심케 하는 계기가 되었던 것이다.
사쏘레갈레 [테누타 사쏘레갈레]Sassoregale [Tenuta Sassoregale],"사쏘레갈레(Sassoregale)는 이탈리아 최고의 와인 전문생산 기업인 산타 마르게리타 그룹이 토스카나의 뉴 프리미엄 와인산지 마렘마에서 만드는 프리미엄 전문 와이너리다. 와이너리 이름처럼 사쏘레갈레는 자갈이 풍부한 토양과 왼쪽의 티레니아해, 중부의 움브로(Umbro) 강, 바다를 향한 포도밭 등 독특한 테루아를 보여준다."
그랜트 버지Grant Burge,그랜트 버지 (Grant Burge)는 호주 바로사 지역 심장부에 위치하고 있다. 1855년 영국에서 이민온 존 버지에 의해 포도 재배가 시작된 이래 현재 5대손인 그랜트 버지에 의해 경영되고 있는 가족 소유 와이너리이다.
포춘 1621Fortune 1621,"포춘 1621(Fortune 1621)은 항해와 탐험의 역사를 와인으로 표현했다. 와이너리의 이름은 1621년 플리머스 항구에 정착한 선박 ""Fortune""에서 유래되었다. Bump Family는 Fortune호에 탑승해 있던 승원 중 한명인 Edward Bompasse의 직계후손이며, Fortune호의 역사와 선대의 모험가적인 정신을 와인에 담아냈다."
테누타 산타 까테리나Tenuta Santa Caterina,"테누타 산타 까테리나(Tenuta Santa Caterina)는 랑게, 로에로와 함께 유네스코 문화 유산으로 등록된 몬페라토에 위치해 있다."
세르보 피스 샹파뉴Serveaux Fils Chmapagne,"세르보 피스 샹파뉴(Serveaux Fils Chmapagne)는 1950년대에 Georges Serveaux가 샴페인 비즈니스의 급성장에 믿음을 가지고 샴페인 지역의 Marne Valley에 와이너리를 개척했다. 무일푼이었지만, 미래에 대한 확신으로 1차 세계 대전 참전 용사들로부터 돈을 빌려서 결국 첫번째 토지를 살 수 있었고, 그 이후 3대에 이르러 가족경영 샴페인 하우스를 만들어가게 되는 주춧돌이 되었다."
브로큰 어스 와이너리Broken Earth Winery,브로큰 어스 와이너리(Broken Earth Winery) 의 오너인 헤르만 슈바르츠(​Herman Schwartz)는 1973년에 땅을 매입하여 520에이커를 경작했다. 슈바르츠는 환경을 유지하고 파소 로블레스(Paso Robles)를 고품질의 포도주를 빚어내는 성장하는 지역으로 홍보하는 데 깊은 관심을 가진 혁신적인 재배자였다
맥매니스 와이너리McManis Winery,"맥매니스 와이너리(McManis Winery)는 캘리포니아 북부 내륙에 위치한 San Joaq uin(샌 와킨)과 Stanislaus(스태니 슬로스) River가 만나는 곳에 위치해 있으며, 온화한 기후와 풍부한 일조량으로 포도가 자라기 좋은 환경을 가지고 있다."
러스트 엔 브레데 에스테이트Rust en Vrede Estate,러스트 엔 브레데(Rust en Vrede)는 남아공을 대표하는 와이너리이자 스텔런보스(Stellenbosch)를 대표하는 남아공 최고의 레드와인 생산자 중 하나다. 324년의 역사를 가진 이와이너리는 헬더버그(Heldeerberg)산의 해발 85m~130m 사이의 경사지에 위치하고 있다.
엣지바스톤Edgebaston,"엣지바스톤(Edgebaston)은 남아공 최고의 와인 가문 중 하나인 Finlayson 가문의 차세대 선두 주자인 David Finlayson의 와이너리다. 할아버지 Maurice Finlayson의 Hartenberg, 아버지 Walter Finlayson의 Glen Calou, 삼촌인 Peter Finlayson의 Bouchard Finlayson까지 모두 Finlayson 가족이 설립한 실력있는 와이너리들이다."
가디언 피크Guardian Peak,"가디언 피크(Guardian Peak)는 남아공 최대의 레드와인 산지인 스텔렌보스(Stellenbosch)에 위치한다. “Live with Wines” 즉 와인과 함께 하는 삶이 그들의 목표다. 남아공 케이프지역의 대표적인 라이프스타일인 건강하고 액티브한 야외생활에, 언제나 와인이 함께하는 삶을 추구하고자 만들어진 브랜드다."
뷰샤르 핀레이슨Bouchard Finlayson,"부샤르 핀레이슨(Bouchard Finlayson)은 남아공 Cool Climate 대표 산지인 Walker Bay 중에서도 해발 810m Galpin Peak와 1,200m Babel Tower로 둘러 싸여 대서양으로부터 온 습기와 구름을 가두어 최상의 떼루아가 만들어진 Hemel en Aarde (Heaven and Earth라는 뜻) Valley에 위치하고 있다. 셀라 마스터인 Peter Finlayson은 남아공 최고의 피노누아 메이커로 Hemel en Aarde에서 가장 처음으로 와인을 생산했으며 남아공 Coo"
크리에이션Creation,크리에이션(Creation)은 2002년 젊은 와인메이커인 Jean-Claude Martin과 Finlayson가문의 Carolyn Martin이 헤멜 엔 아아르데(Hemel en Aarde) 계곡의 경사지를 함께 개척하여 만든 신세대 와이너리이다.
스프링필드 에스테이트Springfield Estate,"스프링필드 에스테이트(Springfield Estate)는 웨스턴 케이프 지역에서도 안쪽의 케이프 폴드 산맥 바로 아래의 로버트슨(Robertson)에 위치하고 있으며, 와인을 가장 자연스럽게 생산하는 것이란 철학을 가지고 있다."
테누타 디 트리노로Tenuta di Trinoro,테누타 디 트리노로(Tenuta di Trinoro)는 항상 의견이 엇갈리는 와인이다. 그런 논쟁의 이유는 가격에 있다. 같은 등급의 와인보다 두 배 이상 비싼 가격 때문에 와인 애호가들 사이에서는 논란의 대상이 되었다.
파소피시아로Passopisciaro,"파소피시아로(Passopisciaro)는 Passo(길) + Pesce(물고기)의 복합어로, '물고기가 지나는 길' 이라는 뜻이다."
인허리트 더 쉽Inherit The Sheep,"인허리트 더 쉽(Inherit The Sheep)은 나파밸리에 위치한 와이너리로, 오너인 Clay와 그의 아내 Tersilla의 열정이 고스란히 담겨 있다. 이들은 1990년 나파밸리의 명망 있는 와이너리인 Robert Mondavi에서 일을 하다 만나 결혼 후 자신들만의 와인을 위해 꿈의 여정을 시작하게 되었다."
라 코르사La Corsa,
칸티나 디 모고로Cantina di Mogoro,
포지오 토르셀리Poggio Torselli [B2B],"Poggio Torselli estate stretches over 42 hectares, of which 6 of olive grows and 24 of vineyards; Sangiovese is the main variety cultivated along with a small amount of international ones including Cabernet Sauvignon, Cabernet Franc, Merlot, Chardonnay, Sauvignon Blanc e Gewürztraminer."
카살루 와인Casalu Wine,
라 비아르테La Viarte,
몬델로 와인즈Mondello Wines,
빅시오 포데리Bixio Poderi,빅시오 포데리(Bixio Poderi)는 베로나에 위치한 가족 기업이다. 빅시오 포데리는 베로나 안에 2개의 포도원을 갖고 있다. 하나는 가장 오래된 포도원으로 소아베(Soave)에 위치한 크뤼 바사넬라(Bassanella)이다.
카스치나 라 파타레이나Cascina la Patareina- Piemonte,
트라부키 일라시Trabucchi d’illasi,
아지엔다 아그리콜라 테누타 세콜로 IXAzienda Agricola Tenuta Secolo IX,아지엔다 아그리콜라 테누타 세콜로 IX(Azienda Agricola Tenuta Secolo IX)는 이탈리아의 Castiglione a Casauria (Pe) 에 위치하고 있다.
비냐노 파누치Vignano Fanucci,
칸티네 빈치Cantine Vinci,
칸티나 리키오Cantina Riccio,
파토리아 파가노Fattoria Pagano,"파토리아 파가노 (Fattoria Pagano)는 약 2,000년이 넘는 와인 생산역사를 가진, 이태리 뿐만 아니라 전 세계에서도 가장 오랜 와인 생산 역사를 가진 유서 깊은 지역인 깜빠니아 Campania의 진정한 가치를 전달하기 위해 앞장서고 있는 와이너리입니다."
이 파바티I Favati,
우르치올로 비니Urciuolo Vini [B2B],"The Urciuolo company was founded in 1996 in Irpinia, a land that is home to the oldest vines in Italy. Ciro Urciuolo and his wife Caterina Tammaro have collected and relaunched their family's winemaking heritage."
산 발렌티노San Valentino,
깜빠로Azienda Agricola Camparo,"깜빠로 (Camparo)는 이태리의 3대 대표 와인 생산지역 중 하나인 북서부의 피에몬테 Piedmont/Piemonte 지역의 디아노 달바 Diano d’Alba, 그린짜네 카부르 Grinzane Cavour 그리고 라 모라 La Morra 지역에서 1940년대 포도 재배를 시작했습니다."
모카베로Mocavero,
포데레 29Podere 29,포데레 29(Podere 29)는 풀리아에서 토착 품종으로 최고급 와인을 만들고자 한 한 가족에 의해 시작됐다. 포데레 29라는 이름은 창의성이 돋보이는 이름이라기보다 포도원의 역사적 그리고 상징적 가치에 연결되어 있다.
칸티나 파사티Cantina Fassati,
르 파브리체Le Fabbriche,
판자넬로Panzanello,
칸티나 프레스치아노Cantina Presciano,
마울레Maule,
아덴기Ardenghi,"아덴기(Ardenghi)는 이탈리아 북부 베네토 지역에 있으며, 이탈리아의 스파클링 와인인 프로세코 와인을 생산하기에 가장 적합한 환경과 토양의 포도밭인 Conegliano Valdobbiadene 지역의 잘 정돈된 점토질 토양에 뿌리를 내리고 있다."
도멘 아르노 엉뜨Domaine Arnaud Ente,도멘 아르노 엉뜨(Domaine Arnaud Ente)는 프랑스 북부에서 시작되었다. 그의 아버지는 Puligny vigneron인 Camille David의 딸과 결혼하여 Arnaud를 1966년에 출산하였다. 이 빈야드의 연결점은 Arnaud의 형인 Benoit를 통해 있으며 벌크로 포도를 네고시앙에 파는 Benoit가 이 밭을 관리하고 있다.
도멘 레미 조바르Domaine Remi Jobard,도멘 레미 조바르(Domaine Remi Jobard)는 뫼르소의 전설적인 생산자 샤를 조바르(Charles)의 아들이자 프랑수아 조바르(Francois Jobard)의 조카인 레미 조바르(Remi Jobard)가 운영하는 와이너리로 그는 아버지와 삼촌에게 포도 재배와 양조를 배우며 자라왔다. 1991년 아버지 샤를과 함께 양조를 시작한 그는 1996년부터 가업을 완전히 물려받게 된다.
도멘 뉘당Domaine Nudant,도멘 뉘당(Domaine Nudant) 가문은 라두아-세리니(Ladoix-Serrigny)에 위치하고 있는 도멘으로1400년대부터 와인을 생산한 부르고뉴의 전통있는 생산자이다. 가업을 이어받은 와인 메이커 ‘기욤 누당(Guillaume Nudant)’은 25세부터 와인을 만들기 시작해 현재 총 16헥타르의 포도 밭에서 와인을 생산하고 있다. 그는 총 20종류의 와인을 생산하는데 편안하게 마실 수 있는 기본급 와인부터 그랑 크뤼까지 매우 다양하다.
레이몬드 빈야드Raymond Vineyards,레이몬드(Raymond)는 나파 밸리(Napa Valley) 에 로이 레이몬드(Roy Raymond)가 설립한 와이너리이다.
Tsililis칠릴리스,"칠릴리스(Tsililis)는 와인과 증류주를 생산하는 가족이 경영하는 곳으로 1989년에 설립되었다. 중앙 그리스인 테살리아(Thessaly) 지역 안의 메테오라(Meteora), 트리칼라(Trikala)에 25 헥타르의 포도밭을 유기농법으로 관리하고 있다."
페블레 [도멘 페블레]Faiveley [Domaine Faiveley],도멘 조셉 페블레 (Domaine J. Faiveley) 는 1825년 설립되어 7대째 전통을 이어가고 있다. 부르고뉴 지역에서 자체 포도밭을 가장 많이 소유하고 있는 대표적인 업체이기도 하다. 페블레는 포도재배에서 와인제조까지 일괄적으로 포도원내에서 이루어지므로 항상 최상의 품질을 유지한다. 와인평론가 로버트 파커의 '버건디(Burgundy)' 라는 책에서도 도멘 드 라 로마네(Domaine de la Romanee-Conti)사만이 패블리보다 뛰어
바타시올로Batasiolo [Beni di Batasiolo],"바타시올로(Batasiolo)는 랑게(Langhe) 지역에서 가장 큰 와인 생산자 중 하나로 돌리아니 (Dogliani) 가족소유의 포도원이다. 1978 년, 돌리아니 형제가 라 모라 (La Morra) 에 있는 역사가 깊은 카이올라(Kiola) 와이너리를 구입하면서 설립되었다."
베어풋Barefoot,"베어풋 (Barefoot) 은 2011년 기준 5년 연속 세계에서 가장 빠르게 성장하고 있는 와인 브랜드로 '와인은 재밌다' 라는 컨셉으로 유명하다. 가볍게 즐기는 데일리 와인이며, 미국에서 가장 많은 수상 실적을 가지고 있는 와인 브랜드로써 높은 품질을 보여주고 있다."
베츠 패밀리 와이너리Betz Family Winery,"베츠 패밀리 와이너리(Betz Family Winery)는 1997년에 첫 빈티지를 출시한 이래로 마음으로 쉽게 손이 가면서 오래 숙성시킬 가치가 있고, 고유의 특색으로 가득한 경쟁력 있는 와인을 양조하겠다는 목표를 세웠다."
파워스 와이너리Powers Winery,"파워스(Powers) 가문은 오래 전부터 콜럼비아 밸리와 그 곳의 와인 양조 문화에 깊은 애정을 쌓아 왔다. 빌 파워스(Bill Powers)는 오클라호마에서 자라던 소년 시절부터 1950년대 이 지역의 광대한 경작지에 마음을 빼앗겼고, 여러 해 동안 다양한 작물을 경작하다가 1982년에 배저 마운틴 빈야드(Badger Mountain Vineyard)를 경작하기 시작하였다."
리브라 와인즈Libra Wines,리브라 와인즈(Libra Wines)는 미국 오리건 주의 유명 와이너리 팬터크릭에서 부수석 와인메이커로 경험을 쌓은 빌 헨슨(Bill Hanson)이 만들어낸 독창적 작품이다. ‘리브라 리저브 피노누아’는 처녀자리가 된 아스트라에아의 옆에서 빛나는 천칭자리(Libra)를 표상했다.
에이슬 빈야드Eisele Vineyard,"에이슬 빈야드(Eisele Vineyard)는 와이너리 이름이기 이전에 나파 밸리의 유서 깊은 포도밭으로 유명한 곳이다. 나파 밸리의 북쪽 끝자락, 칼리스토가의 동쪽에 위치한 이 포도밭은 북쪽으로 산맥에 둘러싸여 있고 석회질의 언덕으로 되어 있어 배수가 잘 되고 기후가 서늘해 집중된 맛의 포도를 재배하기 좋은 곳이다."
카바이Kabaj,카바이(Kabaj)는 슬로베니아의 서쪽 브르다(Brda) 구릉에 위치한 와이너리다. 이곳은 온화한 지중해성 기후와 높은 일조량을 갖고 있어 포도재배에 최적의 환경을 제공한다. 이 지역 생산량의 4분의 3이 화이트일 정도로 화이트 와인 명산지로도 유명하다.
페탈루마Petaluma,페탈루마(Petaluma)는 품종에 맞게 엄선된 최고의 산지에서 울트라-프리미엄 와인 생산을 목적으로 1976년 설립되었다.
씨슬 와인즈Thistle Wines,"씨슬 와인즈(Thistle Wines)는 1996년 전직 은행원이었던 Jon Jennison이 그의 가족과 와이너리를 위해 열정을 갖고 오레곤으로 이주하면서 시작되었다. 윌라멧 밸리의 핵심 Dundee Hill(던디힐) AVA 지역에 위치하고 있으며, Jon은 Onwner 이자 Winemaker로, 그의 아내 Laura는 회계사(CPA)로서 그가 하지 못하는 회계 및 관리, 마케팅 등을 담당하고 있다."
도멘 타리케Domaine Tariquet,도멘 타리케 (Domaine Tariquet)는 대서양과 피레네 산맥 사이의 가스코뉴(Gascony) 지방에서 현재 가격대비 최고의 화이트 와인을 선보이고 있다.
산타 리타Santa Rita,
배비치Babich,
보데가스 마셋Bodegas Maset,
"켄더만Kendermann [Reh Kendermann, Kendermanns]",켄더만(Kendermann)은 1920년 칼레(Carl Reh)에 의해 모젤(Moselle)의 레이벤(Leiwen)에 포도와 포도 원액 그리고 와인을 교역하는 회사로 시작하여 자사 소유의 와이너리를 설립했다.
보데가스 발데파블로Bodegas Valdepablo,"보데가스 발데파블로(Bodegas Valdepablo)는 1928년에 설립된 이후 프리미엄 상그리아만을 고집하고 있다. 여성의 비율이 앞도적으로 높은 이 와이너리는 전통적인 상그리아방식을 고수하지만 다른 한편으로는 유명 패션브랜드와의 콜라보레이션을 진행하며, 감각적이고 트렌디함으로도 유명하다."
세게지오Seghesio,세게지오(Seghesio) 와이너리의 역사는 1895년 와인 메이커이자 이태리 이민자였던 에도아르도 세게지오(Edoardo Seghesio)가 소노마 카운티의 알렉산터 벨리에 현재 홈 랜치 빈야드(Home Ranch Vineyard)에 처음으로 진판델 나무를 식재했던 것으로부터 시작되었다.
세븐 힐스 와이너리Seven Hills Winery,"세븐 힐스 와이너리(Seven Hills Winery)는 ​​북서부의 아펠라씨옹과 빈야드들의 다양성을 존중하고 옹호하는 안목 있는 와인메이커로써 평판을 얻은 세븐 힐스의 설립자, 케이시 맥클레란이 설립한 곳으로 그는 오레곤 주에서 태어나 왈라 왈라 벨리에서 성장했다."
더블 캐니언Double Canyon,더블 캐넌(Double Canyon) 팀은 훌륭한 와인을 생산할 수 있는 지역을 찾아다니다 마침내 2007년 홀스 헤븐 힐스에 더블 캐넌을 찾아내고 워싱턴주 최고의 까베르네 소비뇽 생산을 위해 투자를 시작하였다.
써니 와인Sunny Wine,
보데가 차크라Bodega Chacra,
포지오 알 테소로Poggio al Tesoro,"포지오 알 테소로(Poggio al Tesoro)는 토스카나 알레그리니의 열정적인 선구자이자 볼게리를 사랑했던 발 폴리첼라 출신 와인메이커, Walter Allegrini로부터 시작되었다. 볼게리 지역의 특별한 가치와 특수성이 알레그리니의 전문성과 만나, 개성있고 표현 력이 넘치는 복합적인 와인, 포지오 알 테소로가 탄생되었다."
샤또 라베고스Chateau Labegorce,
로즈마운트Rosemount,"로즈마운트 (Rosemount)는 천혜의 조건에서 좋은 품질의 와인을 생산하는 호주 와인의 대표주자이다. 마시기 쉬운 스타일로 누구나 쉽게 즐길 수 있어 전세계 주요 시장에서 좋은 평가를 받고 있으며, 각종 와인 대회에서 많은 메달을 획득하여 세계 시장에서도 가장 유명한 와인 생산자 중 하나이다."
칼레라Calera,"칼레라(Calera)는 미국 피노 누아의 대가 조쉬 젠슨(Josh Jensen)에 의해 1975년 캘리포니아 센트럴 코스트에 설립되었다. 오늘날 세계적으로 인정 받는 미국산 피노 누아의 위상을 정립한 선구자이자, 나파와 소노마에 그쳐있던 미국 고급 산지의 범위를 센트럴 코스트(Central Coast)로 확대시키며 이 지역을 뉴 월드에서 가장 흥미롭고 전도 유망한 산지로 주목 받게 만든 장본인이다."
비냐 에라주리즈Vina Errazuriz,"에라주리즈(Vina Errazuriz)는 칠레 와인의 개척자이자 칠레 와인의 고급화를 이끈 유서깊은 와인 명가이자, 4명의 대통령을 배출하여 정치, 경제, 사회, 외교 등 각 분야에서 큰 영향력을 발휘하고 있는 명문 가문으로 칠레의 케네디가로 불리운다. 가문의 창시자, 돈 막시미아노 에라주리즈(1832~1890)는 칠레 생산자로서는 처음으로 프랑스를 방문하여 직접 최고의 포도품종을 선별하여 들여와 포도밭을 조성하였다."
가이서픽Geyser Peak,가이저 픽(Geyser Peak) 와이너리는 1880년 캘리포니아주 소노마 카운티의 알렉산더 밸리(Alexander Valley)에 있는 가이저 픽산(山) 중턱에 설립되었다.
샤또 무똥 로칠드Chateau Mouton Rothschild,샤또 무똥 로칠드 (Chateau Mouton Rothschild) 는 프랑스 보르도 메독 지방의 특등급 와인중 매년 출시될 때마다 작은 설레임과 궁금증을 자아내는 와인이 있다면 바로 이 무똥 로칠드일 것이다. 1855년 제정 이후 100여년이 지나는 동안 바뀌지 않았던 프랑스 메독의 등급분류가 변경된 유일한 사건을 만들었기 때문이다.
샴페인 도비Champagne Dauby,"샴페인 도비(Dauby)의 역사는 1956년 시작되었다. 창립자 ‘기 도비(Guy Dauby)’는 동물, 꽃 등의 자연과 공존하며 친환경적으로 샴페인을 만들고자 했다. ‘기 도비’의 딸과 아내가 함께 와이너리를 운영하고 있는 지금도 그들의 철학은 변함이 없는데, 자연과의 조화를 통해 꽃과 같은 우아하고 섬세한 샴페인을 만드는 것을 목표로 하고 있다. 도비의 상징은 양귀비 꽃이며 그래서인지 딸의 이름도 꽃의 여신을 뜻하는 ‘플로"
바인굿 빈터Weingut Winter,바인굿 빈터(Weingut Winter)는 1469년부터 와인을 생산했지만 현 오너인 슈테판 빈터가 와이너리를 이어받기 전만해도 라이헤센의 여느 와이너리들 처럼 20가지가 넘는 품종들을 재배했고 대부분은 스위트 와인이었다. 슈테판 빈터는 뚜렷한 비전과 철저한 품질 관리로 2000년대 독일 와인계의 라이징 스타이다. 슈테판 빈터는 와이너리를 운영하기 시작하면서 기존의 품종을 모두 뽑아버리고 리슬링과 피노누아 등의 고품질 품종
도멘 귀엠Domaine Guilhem,도멘 귀엠 (Domaine Guilhem)은 피레네 산맥을 마주하고 있는 카르카손(Carcassonne) 도시 근처의 말비에(Malviè)마을의 중심에 위치하여 6세대의 전통을 이어온 가족 경영 와이너리이다. 갈로 로마(Gallo Roman) 시대의 도시 스타일로 18세기 말에 샤또가 지어졌으며 항상 포도원으로 둘러싸여 있었다.
비솔Bisol,"비솔(Bisol)은 이탈리아 베네토 북동부에 위치하며, 프로세코를 생산하는 와이너리 중 최고로 손꼽힌다. 이 지역 와이너리들의 전형적인 모델이 되고 있다."
비엔 나시도 & 솔로몬 힐스 에스테이트Bien Nacido & Solomon Hills Estates,비엔 나시도 & 솔로몬 힐스 에스테이트(Bien Nacido & Solomon Hills Estates)의 역사는 1837년 토마스 올리베라가 국가로부터 토지를 매입하면서 시작되었다. 이후 토지의 일부 구획인 Rancho Tepusquet를 토마스의 사위인 돈 후안에게 판매하고 1857년 이 지역으로 이주하여 포도 농사를 시작하였다.
또스띠Tosti,토스티(Tosti)는 아스띠를 생산하는 심장부 지역인 까넬리 지역에 위치하고 있으며 언덕들은 포도밭 고랑들과 모던한 셀라들로 이루어져 있다.
